--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Chris Gimenez,31,118,.306,89,.346,.093,0.0%,22.0%,9.3%,33.3%,48.1%,13.6%,0.93,28.4%,55.6%,16.0%,0.0,0.2%,3.2,33%,0%,50%,gimench01
Kevin Kouzmanoff,32,51,.437,184,.395,.255,3.9%,13.7%,3.9%,20.0%,45.0%,32.5%,0.82,27.5%,47.5%,25.0%,0.6,0.4%,5.1,32%,,50%,kouzmke01
Colby Lewis,34,5,.363,128,.667,.000,0.0%,40.0%,0.0%,0.0%,66.7%,33.3%,2.00,33.3%,33.3%,33.3%,0.1,0.0%,0.5,0%,,,lewisco01
Leonys Martín,26,583,.313,88,.336,.090,1.2%,19.6%,6.7%,22.9%,47.2%,15.2%,1.06,30.5%,55.6%,13.8%,-1.4,-0.1%,-6.8,34%,72%,54%,martile01
Nick Martinez,23,3,.000,-141,.000,.000,0.0%,66.7%,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.6,50%,,0%,martini01
Miles Mikolas,25,2,.000,-382,.000,.000,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,mikolmi01
Mitch Moreland,28,184,.298,79,.315,.102,1.1%,23.4%,6.5%,30.5%,43.0%,21.1%,0.79,28.9%,59.4%,11.7%,-0.2,-0.1%,-2.3,31%,,22%,morelmi01
Donnie Murphy,31,128,.278,67,.247,.134,3.1%,29.7%,8.6%,12.8%,47.4%,28.2%,0.95,26.9%,56.4%,16.7%,-0.6,-0.3%,-4.9,23%,0%,43%,murphdo01
Rougned Odor,20,417,.305,89,.294,.142,2.2%,17.0%,4.1%,19.1%,48.1%,18.2%,0.99,26.6%,56.7%,16.7%,-0.4,0.0%,-2.8,27%,36%,52%,odorro01
Carlos Pena,36,63,.214,14,.149,.102,1.6%,17.5%,6.4%,20.8%,39.6%,33.3%,0.66,39.6%,54.2%,6.3%,-0.7,-0.1%,-7.0,27%,100%,17%,penaca01
Martín Pérez,23,2,.000,-382,,.000,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.6,,,,perezma02
Alex Rios,33,521,.314,91,.335,.118,0.8%,17.9%,4.4%,27.5%,44.1%,22.5%,0.79,28.0%,58.3%,13.6%,-0.3,0.3%,-6.8,32%,65%,42%,riosal01
Daniel Robertson,28,197,.296,80,.320,.062,0.0%,14.2%,8.6%,19.7%,52.6%,16.4%,1.19,13.2%,61.2%,25.7%,-0.4,-0.2%,-3.5,32%,60%,57%,roberda09
Guilder Rodriguez,30,14,.193,-6,.286,.000,0.0%,35.7%,7.1%,25.0%,37.5%,25.0%,0.75,50.0%,37.5%,12.5%,0.0,0.0%,-0.9,40%,,0%,rodrigu02
Adam Rosales,31,181,.335,107,.331,.116,2.2%,23.2%,7.2%,27.9%,33.6%,23.0%,0.51,32.0%,52.5%,15.6%,-0.4,0.0%,-0.4,28%,67%,39%,rosalad01
Robbie Ross,25,2,.347,116,.000,.000,0.0%,0.0%,50.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.1,0%,,0%,rossro01
Ryan Rua,24,109,.346,113,.341,.124,1.8%,16.5%,1.8%,26.4%,54.0%,16.1%,1.18,29.9%,56.3%,13.8%,-0.2,0.0%,0.7,27%,100%,60%,ruary01
Luis Sardinas,21,125,.302,77,.319,.052,0.0%,16.8%,4.0%,23.7%,60.8%,8.2%,1.69,19.8%,59.4%,20.8%,-0.3,0.1%,-7.5,31%,83%,47%,sardilu01
Jake Smolinski,25,92,.409,161,.458,.163,3.3%,26.1%,3.3%,27.4%,41.9%,22.6%,0.72,30.6%,61.3%,8.1%,0.5,0.0%,6.3,27%,,44%,smolija01
Brad Snyder,32,34,.296,78,.167,.233,5.9%,29.4%,11.8%,25.0%,55.0%,15.0%,1.22,36.8%,57.9%,5.3%,-0.1,-0.1%,-0.6,14%,,50%,snydebr02
Geovany Soto,31,38,.284,69,.308,.132,2.6%,29.0%,0.0%,33.3%,44.4%,18.5%,0.80,33.3%,55.6%,11.1%,-0.1,0.0%,-1.8,50%,,17%,sotoge01
Tomás Telis,23,71,.285,69,.293,.029,0.0%,14.1%,1.4%,15.3%,57.6%,18.6%,1.62,11.9%,62.7%,25.4%,0.3,0.0%,2.1,37%,,57%,telisto01
Nick Tepesch,25,2,.454,195,.500,.000,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,0.0,0.0%,0.2,0%,,,tepesni01
Josh Wilson,33,72,.260,47,.302,.060,0.0%,19.4%,2.8%,25.5%,45.5%,18.2%,0.89,29.6%,55.6%,14.8%,0.2,0.1%,-3.0,35%,100%,67%,wilsojo03
League Average,,,.320,98,.296,.137,2.3%,20.0%,7.7%,23.8%,44.2%,23.0%,0.82,28.8%,54.2%,17.0%,,,,29%,74%,41%,-9999
Team Total,,6026,.313,91,.305,.119,1.8%,19.3%,6.9%,23.8%,47.6%,19.7%,0.95,26.3%,57.6%,16.2%,-7.4,0.4%,-37.8,29%,64%,44%,-9999
