--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Eric Fryer,30,92,.268,61,.274,.051,0.0%,19.6%,10.9%,81.4,7.7%,28.1%,46.9%,17.2%,0.97,14.3%,52.4%,33.3%,-0.2,0.1%,-3.3,41%,0%,58%,fryerer01
Tyler Glasnow,22,7,.129,-47,.333,.000,0.0%,57.1%,0.0%,99.2,100.0%,33.3%,66.7%,0.0%,2.00,33.3%,33.3%,33.3%,-0.1,0.0%,-1.1,0%,,,glasnty01
Alen Hanson,23,33,.251,40,.269,.032,0.0%,15.2%,6.1%,84.7,27.8%,15.4%,57.7%,15.4%,1.50,40.0%,36.0%,24.0%,-0.1,0.0%,-1.7,29%,67%,33%,hansoal01
Josh Harrison,28,522,.316,84,.323,.105,0.8%,14.6%,3.5%,86.4,26.5%,23.9%,43.7%,25.1%,0.82,23.9%,54.1%,22.0%,-0.1,-0.2%,-4.0,34%,83%,51%,harrijo05
Jared Hughes,30,1,.000,-140,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,hugheja02
Drew Hutchison,25,1,.000,-140,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,hutchdr01
John Jaso,32,432,.342,111,.314,.145,1.9%,17.1%,10.4%,86.6,36.8%,25.0%,53.2%,17.2%,1.15,36.5%,53.5%,10.0%,2.3,1.1%,19.5,26%,0%,27%,jasojo01
Matt Joyce,31,293,.386,140,.285,.221,4.4%,22.9%,20.1%,89.7,45.7%,18.9%,47.6%,26.2%,0.92,44.0%,42.8%,13.2%,0.8,0.5%,11.6,31%,50%,36%,joycema01
Jung Ho Kang,29,370,.384,137,.273,.258,5.7%,21.4%,9.7%,90.8,45.7%,25.7%,44.0%,24.5%,0.79,32.0%,50.6%,17.3%,2.6,0.9%,16.5,22%,75%,23%,kangju01
Erik Kratz,36,57,.137,-44,.135,.071,1.8%,31.6%,0.0%,88.0,45.5%,7.7%,33.3%,35.9%,0.59,39.5%,50.0%,10.5%,-0.8,-0.4%,-10.7,40%,,100%,kratzer01
Chad Kuhl,23,26,.100,-82,.143,.000,0.0%,34.6%,3.9%,86.2,12.5%,12.5%,56.3%,6.3%,3.00,20.0%,60.0%,20.0%,-0.4,-0.1%,-5.2,0%,,0%,kuhlch01
Wade LeBlanc,31,1,.000,-140,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.6,,,,leblawa01
Francisco Liriano,32,42,.311,85,.440,.095,2.4%,38.1%,0.0%,91.0,41.7%,30.8%,50.0%,19.2%,1.00,37.5%,54.2%,8.3%,-0.1,0.0%,-1.0,9%,,17%,liriafr01
Kyle Lobstein,26,2,.000,-140,.000,.000,0.0%,50.0%,0.0%,66.9,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.5,,,,lobstky01
Jeff Locke,28,39,.124,-78,.267,.000,0.0%,43.6%,2.6%,69.4,0.0%,14.3%,57.1%,0.0%,4.00,5.0%,75.0%,20.0%,-0.7,-0.4%,-8.0,0%,,,lockeje01
Starling Marte,27,529,.373,122,.380,.145,1.7%,19.7%,4.4%,87.2,41.0%,28.8%,46.9%,17.4%,0.92,24.7%,53.1%,22.3%,1.7,1.1%,15.5,34%,80%,52%,martest01
Andrew McCutchen,29,675,.339,107,.297,.174,3.6%,21.2%,10.2%,90.3,48.0%,29.7%,36.9%,24.2%,0.58,31.0%,50.1%,18.9%,0.3,-0.3%,8.6,28%,46%,27%,mccutan01
Jordy Mercer,29,584,.318,90,.286,.118,1.9%,14.2%,8.7%,86.9,30.0%,24.3%,48.1%,19.8%,0.96,20.9%,53.1%,26.1%,0.3,0.0%,0.6,31%,50%,45%,mercejo03
Max Moroff,23,2,.000,-140,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.4,,,,morofma01
Mike Morse,34,8,.000,-140,.000,.000,0.0%,25.0%,0.0%,83.5,25.0%,0.0%,66.7%,16.7%,2.00,33.3%,33.3%,33.3%,-0.1,-0.1%,-1.7,,,,morsemi01
Juan Nicasio,29,20,.132,-52,.250,.000,0.0%,35.0%,0.0%,81.8,25.0%,15.4%,53.8%,15.4%,1.75,0.0%,53.8%,46.2%,-0.3,-0.2%,-2.9,33%,,0%,nicasju01
Jon Niese,29,33,.139,-44,.188,.033,0.0%,42.4%,6.1%,79.4,30.8%,17.6%,70.6%,0.0%,4.00,17.6%,64.7%,17.6%,-0.7,-0.4%,-6.0,20%,,0%,niesejo01
Ivan Nova,29,24,.164,-33,.429,.000,0.0%,62.5%,0.0%,81.6,28.6%,11.1%,33.3%,22.2%,1.00,0.0%,66.7%,33.3%,-0.2,-0.1%,-4.1,33%,,0%,novaiv01
Gregory Polanco,24,587,.343,107,.291,.205,3.8%,20.3%,9.0%,90.7,45.2%,30.6%,38.8%,20.7%,0.64,43.1%,44.1%,12.9%,0.2,0.3%,11.2,34%,74%,27%,polangr01
Sean Rodriguez,31,342,.365,124,.344,.240,5.3%,29.8%,9.7%,91.3,42.7%,31.2%,40.6%,21.3%,0.69,25.5%,52.0%,22.5%,-0.2,-0.6%,10.3,28%,67%,39%,rodrise01
Jason Rogers,28,33,.245,37,.125,.080,0.0%,27.3%,21.2%,91.8,40.0%,6.3%,81.3%,12.5%,4.33,35.7%,42.9%,21.4%,-0.1,-0.1%,-3.3,20%,,0%,rogerja02
Rob Scahill,29,2,.000,-140,.000,.000,0.0%,50.0%,0.0%,87.9,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.3,,,,scahiro01
A.J. Schugel,27,3,.000,-260,.000,.000,0.0%,33.3%,0.0%,,,0.0%,0.0%,0.0%,0.00,50.0%,0.0%,50.0%,-0.1,0.0%,-0.6,,,,schugaj01
Jacob Stallings,26,15,.393,132,.545,.067,0.0%,26.7%,0.0%,93.5,42.9%,36.4%,45.5%,9.1%,0.83,54.5%,36.4%,9.1%,0.3,0.0%,1.0,0%,100%,,stallja01
Chris Stewart,34,113,.291,69,.244,.071,0.9%,13.3%,10.6%,86.9,33.3%,22.9%,48.2%,16.9%,0.95,25.3%,48.1%,26.6%,-1.0,-0.6%,-4.0,26%,,25%,stewach01
Jameson Taillon,24,36,.084,-102,.200,.000,0.0%,47.2%,0.0%,84.4,21.4%,21.1%,52.6%,0.0%,2.50,0.0%,36.8%,63.2%,-0.7,-0.3%,-8.1,0%,,0%,taillja01
Ryan Vogelsong,38,23,.111,-75,.167,.000,0.0%,56.5%,4.4%,94.7,33.3%,25.0%,50.0%,0.0%,2.00,12.5%,37.5%,50.0%,-0.4,-0.2%,-4.3,33%,,0%,vogelry01
Tony Watson,31,1,,,,,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,watsoto01
Trevor Williams,24,3,.465,196,,.000,0.0%,33.3%,66.7%,,,,,,,,,,0.1,0.0%,1.4,50%,,,willitr01
League Average,,,.326,94,.301,.158,2.9%,21.5%,8.3%,88.6,38.5%,26.4%,45.0%,20.2%,0.85,27.9%,52.2%,19.9%,,,,30%,71%,40%,-9999
Team Total,,6261,.330,98,.311,.144,2.4%,21.3%,9.0%,88.3,38.7%,26.0%,46.8%,19.8%,0.91,28.2%,51.1%,20.6%,0.3,-0.8%,10.7,30%,71%,35%,-9999
