--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Charlie Culberson,24,104,.328,80,.360,.111,1.9%,22.1%,3.9%,26.0%,55.8%,14.3%,1.26,26.0%,59.7%,14.3%,-0.6,-0.1%,1.0,31%,83%,62%,culbech01
Jorge De La Rosa,32,59,.074,-123,.065,.000,0.0%,35.6%,3.4%,5.6%,72.2%,5.6%,6.50,5.6%,75.0%,19.4%,-1.1,-0.5%,-13.6,50%,,0%,rosajo01
Corey Dickerson,24,213,.347,102,.307,.196,2.4%,19.3%,7.5%,28.2%,41.0%,16.7%,0.71,22.4%,54.5%,23.1%,1.0,0.0%,5.1,44%,50%,56%,dickeco01
Edgmer Escalona,26,7,.000,-204,.000,.000,0.0%,42.9%,0.0%,25.0%,50.0%,0.0%,2.00,25.0%,50.0%,25.0%,-0.1,0.0%,-1.0,,,,escaled01
Dexter Fowler,27,492,.354,105,.323,.145,2.4%,21.3%,13.2%,28.2%,40.5%,24.1%,0.71,27.2%,53.8%,19.0%,2.4,1.5%,11.4,35%,68%,59%,fowlede01
Jeff Francis,32,20,.188,-32,.083,.071,0.0%,15.0%,10.0%,14.3%,42.9%,21.4%,1.20,7.1%,71.4%,21.4%,-0.3,-0.2%,-3.1,0%,,0%,francje01
Jon Garland,33,21,.210,-13,.214,.053,0.0%,23.8%,0.0%,25.0%,37.5%,12.5%,1.00,0.0%,75.0%,25.0%,-0.3,-0.2%,-3.0,0%,,,garlajo01
Carlos González,27,436,.421,150,.368,.289,6.0%,27.1%,9.4%,30.1%,38.8%,19.6%,0.66,29.3%,52.5%,18.1%,1.9,1.1%,22.4,34%,88%,53%,gonzaca01
Todd Helton,39,442,.330,87,.280,.174,3.4%,19.7%,9.1%,28.9%,36.2%,28.3%,0.57,24.4%,53.0%,22.5%,0.4,0.2%,3.6,21%,,21%,heltoto01
Jonathan Herrera,28,215,.305,69,.326,.072,0.5%,11.2%,6.5%,23.2%,37.3%,24.9%,0.67,23.2%,54.8%,22.0%,-1.3,-0.5%,-6.2,21%,60%,61%,herrejo03
DJ LeMahieu,24,434,.308,68,.328,.082,0.5%,15.4%,4.4%,28.0%,54.5%,14.1%,1.27,18.2%,60.5%,21.3%,-0.6,-0.2%,-6.8,28%,72%,51%,lemahdj01
Wilton Lopez,29,1,.000,-160,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.8,,,,lopezwi01
Jeff Manship,28,7,.000,-160,.000,.000,0.0%,28.6%,0.0%,20.0%,60.0%,20.0%,1.50,0.0%,80.0%,20.0%,-0.3,0.0%,-2.8,,,,manshje01
Collin McHugh,26,4,.227,10,.333,.000,0.0%,25.0%,0.0%,0.0%,66.7%,33.3%,2.00,0.0%,66.7%,33.3%,0.0,0.0%,-0.4,0%,,,mchugco01
Chris Nelson,27,71,.269,42,.333,.076,0.0%,26.8%,5.6%,25.0%,56.3%,18.8%,1.29,12.5%,60.4%,27.1%,-0.6,-0.4%,-4.3,30%,,0%,nelsoch01
Juan Nicasio,26,50,.228,-11,.313,.000,0.0%,40.0%,8.0%,11.5%,30.8%,3.8%,2.00,7.7%,73.1%,19.2%,-0.5,-0.3%,-5.2,44%,,20%,nicasju01
Roy Oswalt,35,7,.302,61,.500,.000,0.0%,28.6%,0.0%,20.0%,60.0%,0.0%,3.00,0.0%,100.0%,0.0%,-0.1,0.0%,-0.9,0%,,0%,oswalro01
Adam Ottavino,27,9,.202,-9,.250,.000,0.0%,55.6%,0.0%,25.0%,75.0%,0.0%,3.00,50.0%,50.0%,0.0%,-0.1,-0.1%,-1.0,0%,,,ottavad01
Josh Outman,28,5,.000,-160,.000,.000,0.0%,40.0%,0.0%,0.0%,66.7%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-1.1,,,,outmajo01
Jordan Pacheco,27,262,.270,42,.278,.073,0.4%,14.5%,3.8%,28.0%,48.3%,18.0%,0.95,24.2%,56.9%,19.0%,-1.3,-0.8%,-11.2,31%,,26%,pachejo01
Drew Pomeranz,24,4,.000,-247,.000,.000,0.0%,25.0%,0.0%,0.0%,33.3%,33.3%,1.00,0.0%,66.7%,33.3%,-0.1,-0.1%,-1.1,,,,pomerdr01
Wilin Rosario,24,466,.352,104,.344,.194,4.5%,23.4%,3.2%,27.6%,41.9%,25.2%,0.72,27.9%,56.9%,15.2%,0.4,-0.1%,10.9,33%,80%,47%,rosarwi01
Josh Rutledge,24,314,.306,62,.276,.102,2.2%,19.8%,7.0%,21.5%,48.2%,23.7%,0.98,25.0%,58.3%,16.7%,-0.6,-0.7%,-9.4,44%,100%,53%,rutlejo01
Rob Scahill,26,1,.000,-160,.000,.000,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,,scahiro01
Yorvit Torrealba,34,196,.265,37,.277,.045,0.0%,12.2%,6.6%,24.7%,48.1%,14.6%,0.97,27.2%,60.1%,12.7%,-1.2,-0.1%,-7.7,18%,,29%,torreyo01
Troy Tulowitzki,28,512,.403,143,.334,.229,4.9%,16.6%,11.1%,29.5%,41.0%,21.0%,0.69,28.1%,57.4%,14.5%,2.4,1.7%,25.1,27%,100%,35%,tulowtr01
Ryan Wheeler,24,42,.228,11,.290,.049,0.0%,23.8%,2.4%,29.0%,51.6%,16.1%,1.07,22.6%,48.4%,29.0%,-0.4,-0.2%,-1.7,10%,,0%,wheelry01
Eric Young Jr.,28,180,.294,59,.298,.109,0.6%,18.3%,6.1%,22.8%,49.3%,16.2%,1.12,20.6%,68.4%,11.0%,-1.1,-0.8%,-7.8,40%,67%,53%,younger03
League Average,,,.319,93,.297,.138,2.4%,20.1%,7.7%,23.5%,45.1%,22.3%,0.86,26.5%,55.5%,18.0%,,,,28%,72%,40%,-9999
Team Total,,6152,.334,89,.317,.149,2.6%,19.6%,6.9%,26.4%,44.9%,20.5%,0.85,23.7%,57.8%,18.5%,-1.5,-1.4%,14.3,30%,78%,44%,-9999
