--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Michael Reed,25,7,.243,35,.500,.000,0.0%,42.9%,0.0%,96.3,75.0%,75.0%,25.0%,0.0%,0.33,0.0%,75.0%,25.0%,-0.1,-0.1%,-0.5,50%,,,reedmi02
Rene Rivera,34,4,.000,-142,.000,.000,0.0%,75.0%,0.0%,,,0.0%,0.0%,0.0%,0.00,100.0%,0.0%,0.0%,0.0,0.0%,-0.6,,,,riverre01
Rio Ruiz,24,15,.261,48,.143,.000,0.0%,33.3%,13.3%,90.6,42.9%,14.3%,57.1%,28.6%,1.33,28.6%,71.4%,0.0%,0.0,0.0%,-0.4,25%,,100%,ruizri01
Anibal Sanchez,34,44,.038,-125,.063,.000,0.0%,56.8%,2.3%,76.7,10.0%,11.1%,38.9%,5.6%,1.75,16.7%,55.6%,27.8%,-1.3,-1.1%,-12.3,0%,,,sanchan01
Danny Santana,27,32,.254,49,.294,.107,0.0%,34.4%,9.4%,92.3,50.0%,29.4%,35.3%,35.3%,0.55,35.3%,52.9%,11.8%,-0.2,-0.2%,-1.9,40%,50%,33%,santada01
Lucas Sims,24,1,.000,-142,.000,.000,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.3,,,,simslu01
Chad Sobotka,24,1,.900,516,1.000,.000,0.0%,0.0%,0.0%,93.3,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,0.4,0%,,0%,sobotch01
Mike Soroka,20,8,.113,-60,.143,.000,0.0%,12.5%,0.0%,89.2,33.3%,14.3%,85.7%,0.0%,6.00,14.3%,57.1%,28.6%,-0.1,-0.1%,-1.9,0%,,,sorokmi01
Chris Stewart,36,16,.268,54,.214,.000,0.0%,6.3%,6.3%,84.9,7.1%,28.6%,50.0%,21.4%,1.00,7.1%,92.9%,0.0%,-0.2,-0.2%,-1.2,75%,,100%,stewach01
Kurt Suzuki,34,388,.343,108,.275,.173,3.1%,11.1%,5.7%,87.6,36.7%,25.2%,36.5%,28.7%,0.57,35.2%,50.6%,14.2%,0.2,-0.1%,2.7,28%,,31%,suzukku01
Dansby Swanson,24,533,.307,80,.290,.157,2.6%,22.9%,8.3%,88.0,37.6%,25.2%,41.6%,21.4%,0.75,29.9%,52.1%,18.1%,1.1,1.2%,1.8,25%,71%,49%,swansda01
Julio Teheran,27,54,.237,11,.188,.075,1.9%,14.8%,1.9%,83.6,22.6%,13.3%,40.0%,15.6%,1.20,20.0%,62.2%,17.8%,-0.3,-0.1%,-2.6,14%,,0%,teherju01
Touki Toussaint,22,10,.090,-77,.200,.000,0.0%,50.0%,0.0%,85.1,40.0%,0.0%,80.0%,20.0%,4.00,0.0%,40.0%,60.0%,-0.2,-0.2%,-2.2,50%,,,toussto01
Preston Tucker,27,127,.322,93,.321,.188,3.2%,26.0%,5.5%,91.6,47.1%,21.9%,45.8%,21.9%,0.86,31.3%,46.9%,21.9%,-0.7,-0.6%,1.5,28%,,44%,tuckepr01
Preston Tucker,27,15,,,.091,.000,0.0%,6.7%,13.3%,,,,,,,,,,,,,25%,,,tuckepr01
Bryse Wilson,20,2,.000,-142,.000,.000,0.0%,0.0%,0.0%,97.5,100.0%,0.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.0,-0.1%,-0.4,,,,wilsobr02
Dan Winkler,28,1,.000,-142,.000,.000,0.0%,0.0%,0.0%,94.5,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.3,,,,winklda01
Matt Wisler,25,9,.000,-173,.000,.000,0.0%,44.4%,0.0%,88.5,25.0%,20.0%,40.0%,20.0%,1.00,0.0%,40.0%,60.0%,-0.1,-0.1%,-1.6,,,,wislema01
League Average,,,.322,93,.297,.157,2.9%,22.7%,8.7%,88.5,38.3%,25.0%,43.5%,22.5%,0.80,28.3%,53.0%,18.8%,,,,29%,71%,41%,-9999
Team Total,,6251,.330,98,.302,.161,2.8%,20.6%,8.2%,88.2,36.5%,26.0%,42.3%,23.1%,0.76,30.8%,51.1%,18.1%,2.5,2.3%,54.7,31%,71%,44%,-9999
