--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Rick Porcello,28,4,.000,-142,.000,.000,0.0%,75.0%,0.0%,73.5,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,0.0%,-0.6,,,,porceri01
David Price,31,1,.892,499,1.000,.000,0.0%,0.0%,0.0%,66.4,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,0.4,0%,,,priceda01
Hanley Ramirez,33,553,.322,91,.272,.188,4.2%,21.0%,9.2%,88.9,42.2%,25.8%,41.8%,24.5%,0.72,28.7%,54.7%,16.6%,-1.1,-0.8%,-23.3,23%,25%,37%,ramirha01
Eduardo Rodriguez,24,7,.000,-142,.000,.000,0.0%,28.6%,0.0%,77.6,0.0%,0.0%,60.0%,0.0%,3.00,40.0%,40.0%,20.0%,-0.1,-0.1%,-1.7,,,,rodried05
Josh Rutledge,28,118,.262,45,.316,.037,0.0%,26.3%,7.6%,87.3,31.3%,25.0%,59.2%,14.5%,1.45,19.7%,63.2%,17.1%,-0.5,-0.4%,-3.0,29%,100%,38%,rutlejo01
Chris Sale,28,3,.409,152,.500,.333,0.0%,33.3%,0.0%,97.0,50.0%,50.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,-0.5,0%,,,salech01
Pablo Sandoval,30,108,.273,57,.236,.141,3.7%,22.2%,7.4%,91.6,54.2%,23.7%,48.7%,19.7%,0.95,26.3%,55.3%,18.4%,-0.4,-0.3%,-8.5,24%,0%,25%,sandopa01
Steve Selsky,27,9,.136,-44,.250,.111,0.0%,55.6%,0.0%,87.4,75.0%,0.0%,75.0%,25.0%,3.00,25.0%,50.0%,25.0%,-0.2,-0.1%,-2.3,0%,,,selskst01
Blake Swihart,25,7,.313,83,.500,.000,0.0%,42.9%,28.6%,84.4,0.0%,0.0%,0.0%,50.0%,0.00,0.0%,50.0%,50.0%,-0.1,0.0%,-0.3,14%,,0%,swihabl01
Sam Travis,23,83,.297,69,.377,.079,0.0%,27.7%,7.2%,88.5,39.2%,26.4%,50.9%,20.8%,1.04,22.6%,50.9%,26.4%,0.0,0.3%,-7.5,46%,100%,50%,travisa01
Christian Vázquez,26,345,.329,93,.348,.114,1.5%,18.6%,4.9%,85.4,24.9%,29.1%,47.5%,19.5%,0.91,18.8%,56.3%,24.9%,-0.1,0.0%,-5.6,35%,78%,43%,vazquch01
Hector Velázquez,28,1,.000,-142,.000,.000,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.4,,,,velazhe01
Chris Young,33,276,.315,85,.275,.152,2.5%,19.9%,10.9%,85.4,34.1%,25.4%,36.0%,23.3%,0.56,37.6%,51.3%,11.1%,-1.2,-1.0%,-7.4,27%,60%,44%,youngch04
League Average,,,.330,100,.297,.173,3.4%,21.5%,8.5%,87.9,38.1%,25.2%,43.4%,22.8%,0.78,29.1%,52.7%,18.2%,,,,31%,73%,39%,-9999
Team Total,,6338,.326,91,.300,.149,2.7%,19.3%,9.0%,87.4,36.1%,25.1%,45.4%,20.8%,0.84,27.2%,53.9%,18.9%,-2.4,-1.4%,-6.1,32%,77%,43%,-9999
